,value
19042,603
19043,331
19044,0
19045,355
19046,215
19047,365
19048,249
19049,0
19050,89
19051,0
19052,141
19053,202
19054,133
19055,42
19056,414
19057,230
19058,0
19059,0
19060,0
19061,0
19062,0
19063,176
19064,151
19065,284
19066,32
19067,353
19068,0
19069,0
19070,27
19071,24
19072,0
19073,188
19074,102
19075,0
19076,94
19077,0
19078,0
19079,0
19080,0
19081,0
19082,0
19083,0
19084,0
19085,0
19086,0
19087,0
19088,273
19089,0
19090,0
19091,0
19092,0
19093,379
19094,0
19095,168
19096,0
19097,168
19098,0
19099,272
19100,0
19101,0
19102,0
19103,0
19104,0
19105,3
19106,0
19107,17
19108,42
19109,116
19110,166
19111,169
19112,76
19113,41
19114,108
19115,70
19116,46
19117,60
19118,177
19119,0
19120,21
19121,0
19122,0
19123,251
19124,20
19125,17
19126,0
19127,65
19128,148
19129,118
19130,90
19131,24
19132,3
19133,87
19134,0
19135,36
19136,107
19137,150
19138,100
19139,74
19140,160
19141,30
19142,187
19143,907
19144,26
19145,0
19146,0
19147,4
19148,97
19149,13
19150,157
19151,212
19152,178
19153,189
19154,137
19155,114
19156,72
19157,98
19158,118
19159,114
19160,330
19161,65
19162,125
19163,108
19164,105
19165,212
19166,22
19167,104
19168,56
19169,98
19170,124
19171,108
19172,92
19173,6
19174,733
19175,32
19176,0
19177,3
19178,100
19179,25
19180,113
19181,17
19182,41
19183,5
19184,14
19185,14
19186,2
19187,53
19188,20
19189,26
19190,0
19191,0
19192,12
19193,94
19194,0
19195,2
19196,0
19197,2
19198,0
19199,580
19200,0
19201,7
19202,114
19203,206
19204,90
19205,71
19206,216
19207,197
19208,90
19209,510
19210,221
19211,1030
19212,71
19213,277
19214,25
19215,81
19216,57
19217,0
19218,22
19219,55
19220,0
19221,727
19222,10
19223,0
19224,0
19225,0
19226,0
19227,0
19228,73
19229,57
19230,807
19231,3
19232,116
19233,53
19234,154
19235,0
19236,0
19237,0
19238,218
19239,192
19240,0
19241,12
19242,0
19243,168
19244,96
19245,3
19246,119
19247,87
19248,172
19249,245
19250,33
19251,17
19252,89
19253,159
19254,10
19255,22
19256,26
19257,35
19258,225
19259,650
19260,229
19261,52
19262,131
19263,123
19264,218
19265,0
19266,227
19267,122
19268,105
19269,85
19270,72
19271,64
19272,74
19273,156
19274,99
19275,0
19276,616
19277,0
19278,227
19279,304
19280,288
19281,182
19282,258
19283,346
19284,194
19285,277
19286,337
19287,26
19288,56
19289,351
19290,348
19291,197
19292,284
19293,241
19294,225
19295,238
19296,196
19297,306
19298,0
19299,542
19300,73
19301,665
19302,134
19303,97
19304,85
19305,116
19306,49
19307,27
19308,0
19309,0
19310,0
19311,0
19312,6
19313,0
19314,0
19315,0
19316,0
19317,0
19318,3
19319,55
19320,0
19321,321
19322,338
19323,497
19324,1272
19325,105
19326,734
19327,660
19328,271
19329,767
19330,0
19331,29
19332,293
19333,0
19334,114
19335,313
19336,0
19337,205
19338,1211
19339,261
19340,432
19341,195
19342,102
19343,444
19344,1271
19345,3
19346,114
19347,532
19348,230
19349,309
19350,179
19351,69
19352,173
19353,10
19354,69
19355,26
19356,1042
19357,371
19358,1071
19359,778
19360,499
19361,0
19362,476
19363,0
19364,0
19365,632
19366,469
19367,83
19368,295
19369,0
19370,211
19371,368
19372,174
19373,716
19374,205
19375,167
19376,247
19377,170
19378,0
19379,26
19380,39
19381,18
19382,52
19383,122
19384,372
19385,539
19386,240
19387,266
19388,315
19389,169
19390,125
19391,289
19392,0
19393,62
19394,223
19395,153
19396,438
19397,194
19398,194
19399,913
19400,240
19401,334
19402,640
19403,138
19404,233
19405,708
19406,383
19407,45
19408,0
19409,0
19410,63
19411,0
19412,3
19413,0
19414,144
19415,344
19416,549
19417,121
19418,284
19419,319
19420,1478
19421,329
19422,504
19423,311
19424,44
19425,243
19426,155
19427,269
19428,289
19429,246
19430,9
19431,92
19432,19
19433,337
19434,113
19435,477
19436,216
19437,415
19438,424
19439,135
19440,0
19441,175
19442,741
19443,0
19444,0
19445,0
19446,307
19447,93
19448,281
19449,303
19450,0
19451,2
19452,0
19453,299
19454,0
19455,0
19456,333
19457,303
19458,334
19459,0
19460,303
19461,17
19462,476
19463,73
19464,295
19465,245
19466,59
19467,556
19468,421
19469,414
19470,255
19471,39
19472,375
19473,639
19474,191
19475,0
19476,412
19477,194
19478,399
19479,341
19480,951
19481,485
19482,3
19483,0
19484,256
19485,0
19486,652
19487,0
19488,739
19489,390
19490,458
19491,186
19492,206
19493,319
19494,267
19495,170
19496,242
19497,1122
19498,1491
19499,575
19500,241
19501,0
19502,0
19503,0
19504,0
19505,0
19506,0
19507,0
19508,12
19509,0
19510,0
19511,327
19512,0
19513,370
19514,0
19515,208
19516,113
19517,0
19518,169
19519,7
19520,228
19521,25
19522,45
19523,62
19524,75
19525,163
19526,155
19527,292
19528,530
19529,216
19530,322
19531,31
19532,0
19533,151
19534,337
19535,146
19536,219
19537,186
19538,71
19539,75
19540,42
19541,12
19542,431
19543,23
19544,0
19545,23
19546,0
19547,106
19548,0
19549,0
19550,0
19551,0
19552,0
19553,0
19554,0
19555,0
19556,0
19557,0
19558,0
19559,0
19560,684
19561,3
19562,647
19563,0
19564,235
19565,191
19566,169
19567,92
19568,114
19569,11
19570,91
19571,187
19572,0
19573,0
19574,8
19575,0
19576,105
19577,58
19578,0
19579,0
19580,0
19581,196
19582,129
19583,120
19584,169
19585,235
19586,38
19587,13
19588,110
19589,97
19590,3
19591,103
19592,37
19593,0
19594,89
19595,10
19596,0
19597,7
19598,0
19599,0
19600,7
19601,6
19602,308
19603,151
19604,3
19605,0
19606,0
19607,499
19608,266
19609,366
19610,128
19611,243
19612,7
19613,0
19614,125
19615,0
19616,285
19617,233
19618,233
19619,55
19620,0
19621,396
19622,615
19623,11
19624,0
19625,75
19626,111
19627,280
19628,329
19629,237
19630,0
19631,0
19632,106
19633,0
19634,288
19635,0
19636,0
19637,552
19638,0
19639,0
19640,0
19641,0
19642,105
19643,89
19644,169
19645,63
19646,0
19647,8
19648,39
19649,194
19650,112
19651,23
19652,343
19653,0
19654,0
19655,0
19656,0
19657,0
19658,278
19659,637
19660,174
19661,3
19662,0
19663,11
19664,7
19665,0
19666,62
19667,260
19668,111
19669,235
19670,298
19671,318
19672,0
19673,581
19674,271
19675,282
19676,156
19677,83
19678,0
19679,0
19680,158
19681,490
19682,13
19683,0
19684,215
19685,71
19686,183
19687,9
19688,0
19689,0
19690,164
19691,351
19692,3
19693,0
19694,136
19695,6
19696,262
19697,0
19698,183
19699,0
19700,61
19701,101
19702,196
19703,90
19704,441
19705,70
19706,128
19707,255
19708,0
19709,0
19710,0
19711,0
19712,0
19713,0
19714,272
19715,0
19716,1721
19717,0
19718,0
19719,0
19720,0
19721,0
19722,0
19723,0
19724,688
19725,0
19726,94
19727,0
19728,15
19729,355
19730,0
19731,240
19732,0
19733,0
19734,0
19735,0
19736,9
19737,0
19738,721
19739,187
19740,0
19741,0
19742,0
19743,0
19744,211
19745,0
19746,1865
19747,507
19748,0
19749,0
19750,0
19751,1209
19752,98
19753,6
19754,59
19755,32
19756,19
19757,56
19758,40
19759,0
19760,7
19761,0
19762,60
19763,9
19764,22
19765,15
19766,6
19767,0
19768,65
19769,0
19770,54
19771,0
19772,0
19773,16
19774,0
19775,0
19776,0
19777,204
19778,0
19779,179
19780,0
19781,0
19782,82
19783,7
19784,0
19785,0
19786,0
19787,3
19788,151
19789,3
19790,452
19791,256
19792,256
19793,21
19794,169
19795,236
19796,306
19797,0
19798,66
19799,10
19800,64
19801,9
19802,442
19803,63
19804,7
19805,141
19806,58
19807,24
19808,155
19809,115
19810,333
19811,394
19812,9
19813,22
19814,236
19815,85
19816,23
19817,28
19818,216
19819,9
19820,57
19821,142
19822,196
19823,48
19824,27
19825,0
19826,156
19827,58
19828,262
19829,414
19830,31
19831,0
19832,187
19833,315
19834,327
19835,52
19836,120
19837,574
19838,120
19839,0
19840,996
19841,0
19842,252
19843,57
19844,153
19845,58
19846,45
19847,130
19848,38
19849,143
19850,136
19851,116
19852,147
19853,198
19854,163
19855,217
19856,201
19857,180
19858,191
19859,151
19860,577
19861,0
19862,8
19863,486
19864,956
19865,217
19866,272
19867,225
19868,307
19869,230
19870,95
19871,143
19872,163
19873,278
19874,267
19875,178
19876,349
19877,329
19878,405
19879,250
19880,366
19881,136
19882,143
19883,405
19884,437
19885,230
19886,226
19887,263
19888,437
19889,0
19890,752
19891,224
19892,241
19893,1182
19894,388
19895,11
19896,140
19897,0
19898,46
19899,332
19900,331
19901,332
19902,366
19903,332
19904,336
19905,332
19906,324
19907,81
19908,579
19909,981
19910,23
19911,760
19912,226
19913,660
19914,157
19915,403
19916,426
19917,101
19918,403
19919,250
19920,251
19921,1115
19922,253
19923,1023
19924,154
19925,219
19926,231
19927,168
19928,681
19929,659
19930,285
19931,199
19932,167
19933,234
19934,250
19935,108
19936,237
19937,142
19938,161
19939,1240
19940,698
19941,1067
19942,845
19943,547
19944,214
19945,0
19946,667
19947,912
19948,46
19949,312
19950,592
19951,165
19952,526
19953,351
19954,6
19955,26
19956,546
19957,46
19958,54
19959,0
19960,0
19961,0
19962,0
19963,0
19964,0
19965,97
19966,0
19967,0
19968,0
19969,567
19970,0
19971,106
19972,407
19973,178
19974,136
19975,10
19976,64
19977,346
19978,87
19979,215
19980,37
19981,230
19982,539
19983,446
19984,531
19985,173
19986,3
19987,127
19988,142
19989,267
19990,179
19991,0
19992,31
19993,12
19994,126
19995,127
19996,65
19997,364
19998,213
19999,140
20000,213
20001,234
20002,148
20003,236
20004,229
20005,9
20006,3
20007,6
20008,0
20009,13
20010,22
20011,0
20012,7
20013,0
20014,0
20015,3
20016,132
20017,6
20018,0
20019,0
20020,0
20021,3
20022,7
20023,61
20024,256
20025,121
20026,0
20027,0
20028,70
20029,35
20030,0
20031,10
20032,7
20033,51
20034,40
20035,14
20036,11
20037,28
20038,3
20039,6
20040,3
20041,3
20042,56
20043,79
20044,31
20045,139
20046,23
20047,93
20048,0
20049,216
20050,10
20051,378
20052,6
20053,3
20054,0
20055,9
20056,18
20057,28
20058,20
20059,133
20060,201
20061,23
20062,182
20063,193
20064,17
20065,105
20066,3
20067,0
20068,75
20069,5
20070,0
20071,522
20072,178
20073,53
20074,300
20075,102
20076,0
20077,40
20078,92
20079,119
20080,133
20081,153
20082,214
20083,20
20084,20
20085,619
20086,263
20087,67
20088,252
20089,46
20090,451
20091,13
20092,501
20093,70
20094,165
20095,11
20096,43
20097,126
20098,191
20099,116
20100,252
20101,130
20102,231
20103,123
20104,73
20105,4
20106,477
20107,1503
20108,264
20109,905
20110,167
20111,164
20112,58
20113,77
20114,44
20115,28
20116,75
20117,214
20118,203
20119,0
20120,99
20121,92
20122,23
20123,108
20124,146
20125,91
20126,490
20127,0
20128,283
20129,144
20130,192
20131,29
20132,336
20133,809
20134,702
20135,408
20136,0
20137,3
20138,9
20139,870
20140,6
20141,511
20142,329
20143,311
20144,190
20145,186
20146,228
20147,74
20148,530
20149,9
20150,0
20151,328
20152,1063
20153,246
20154,159
20155,432
20156,415
20157,165
20158,1422
20159,217
20160,556
20161,3
20162,527
20163,28
20164,57
20165,148
20166,133
20167,4
20168,126
20169,0
20170,0
20171,0
20172,0
20173,3
20174,0
20175,123
20176,1303
20177,248
20178,109
20179,0
20180,777
20181,343
20182,0
20183,6
20184,0
20185,0
20186,629
20187,0
20188,0
20189,42
20190,30
20191,98
20192,25
20193,103
20194,3
20195,90
20196,3
20197,6
20198,6
20199,0
20200,3
20201,0
20202,8
20203,20
20204,0
20205,45
20206,50
20207,0
20208,3
20209,14
20210,12
20211,0
20212,14
20213,0
20214,34
20215,2
20216,19
20217,3
20218,25
20219,23
20220,269
20221,39
20222,49
20223,25
20224,25
20225,259
20226,148
20227,108
20228,45
20229,97
20230,135
20231,110
20232,168
20233,264
20234,23
20235,286
20236,80
20237,0
20238,0
20239,11
20240,0
20241,11
20242,248
20243,105
20244,143
20245,507
20246,208
20247,50
20248,537
20249,3
20250,0
20251,8
20252,0
20253,0
20254,0
20255,980
20256,0
20257,0
20258,3
20259,545
20260,0
20261,0
20262,0
20263,0
20264,0
20265,7
20266,8
20267,15
20268,0
20269,536
20270,16
20271,27
20272,265
20273,70
20274,33
20275,43
20276,72
20277,0
20278,0
20279,2
20280,0
20281,303
20282,301
20283,0
20284,50
20285,12
20286,10
20287,20
20288,477
20289,256
20290,163
20291,405
20292,526
20293,0
20294,0
20295,0
20296,0
20297,0
20298,2
20299,2
20300,0
20301,0
20302,497
20303,80
20304,0
20305,0
20306,0
20307,0
20308,0
20309,0
20310,0
20311,0
20312,0
20313,5
20314,0
20315,0
20316,0
20317,0
20318,0
20319,160
20320,0
20321,0
20322,0
20323,0
20324,0
20325,0
20326,0
20327,0
20328,0
20329,0
20330,0
20331,58
20332,0
20333,361
20334,265
20335,0
20336,44
20337,117
20338,120
20339,660
20340,425
20341,932
20342,200
20343,35
20344,696
20345,140
20346,332
20347,99
20348,27
20349,338
20350,150
20351,273
20352,158
20353,106
20354,65
20355,58
20356,91
20357,58
20358,177
20359,9
20360,49
20361,174
20362,153
20363,16
20364,124
20365,33
20366,125
20367,201
20368,395
20369,146
20370,85
20371,58
20372,122
20373,61
20374,64
20375,201
20376,168
20377,158
20378,127
20379,76
20380,133
20381,167
20382,36
20383,30
20384,20
20385,1175
20386,384
20387,115
20388,118
20389,78
20390,58
20391,0
20392,84
20393,32
20394,97
20395,106
20396,191
20397,42
20398,141
20399,34
20400,19
20401,98
20402,40
20403,160
20404,101
20405,82
20406,43
20407,109
20408,152
20409,78
20410,0
20411,43
20412,2
20413,2
20414,28
20415,61
20416,147
20417,174
20418,187
20419,185
20420,132
20421,137
20422,115
20423,28
20424,3
20425,3
20426,10
20427,184
20428,108
20429,126
20430,164
20431,146
20432,146
20433,104
20434,108
20435,108
20436,95
20437,17
20438,2
20439,248
20440,623
20441,6
20442,2
20443,8
20444,6
20445,0
20446,16
20447,23
20448,6
20449,16
20450,10
20451,5
20452,10
20453,0
20454,0
20455,0
20456,70
20457,85
20458,87
20459,168
20460,208
20461,75
20462,170
20463,0
20464,9
20465,0
20466,29
20467,0
20468,120
20469,1314
20470,0
20471,32
20472,0
20473,9
20474,14
20475,2
20476,0
20477,11
20478,0
20479,0
20480,0
20481,0
20482,0
20483,38
20484,0
20485,0
20486,0
20487,146
20488,40
20489,373
20490,49
20491,0
20492,166
20493,35
20494,55
20495,277
20496,0
20497,8
20498,3
20499,27
20500,0
20501,0
20502,0
20503,25
20504,0
20505,42
20506,0
20507,0
20508,0
20509,0
20510,0
20511,0
20512,0
20513,27
20514,3
20515,0
20516,0
20517,9
20518,0
20519,2
20520,0
20521,0
20522,0
20523,0
20524,0
20525,0
20526,3
20527,0
20528,0
20529,0
20530,0
20531,10
20532,0
20533,0
20534,0
20535,0
20536,16
20537,0
20538,0
20539,0
20540,0
20541,0
20542,0
20543,0
20544,17
20545,0
20546,120
20547,0
20548,0
20549,0
20550,7
20551,0
20552,15
20553,5
20554,0
20555,0
20556,0
20557,0
20558,33
20559,0
20560,0
20561,238
20562,0
20563,401
20564,0
20565,292
20566,121
20567,179
20568,286
20569,125
20570,141
20571,45
20572,38
20573,445
20574,144
20575,597
20576,304
20577,0
20578,180
20579,1098
20580,602
20581,23
20582,819
20583,240
20584,77
20585,0
20586,9
20587,21
20588,0
20589,12
20590,13
20591,0
20592,9
20593,118
20594,65
20595,2
20596,112
20597,0
20598,48
20599,3
20600,80
20601,99
20602,55
20603,12
20604,253
20605,208
20606,36
20607,58
20608,0
20609,24
20610,102
20611,2
20612,0
20613,11
20614,143
20615,64
20616,198
20617,97
20618,109
20619,112
20620,0
20621,121
20622,57
20623,12
20624,37
20625,124
20626,12
20627,27
20628,82
20629,130
20630,11
20631,61
20632,0
20633,639
20634,82
20635,589
20636,47
20637,96
20638,20
20639,196
20640,2
20641,22
20642,65
20643,2
20644,84
20645,141
20646,23
20647,96
20648,19
20649,98
20650,182
20651,94
20652,3
20653,16
20654,70
20655,45
20656,0
20657,31
20658,33
20659,30
20660,19
20661,100
20662,122
20663,92
20664,65
20665,142
20666,100
20667,33
20668,0
20669,0
20670,40
20671,17
20672,51
20673,31
20674,36
20675,102
20676,58
20677,32
20678,78
20679,48
20680,58
20681,10
20682,58
20683,144
20684,54
20685,61
20686,49
20687,106
20688,103
20689,133
20690,0
20691,66
20692,7
20693,14
20694,3
20695,161
20696,0
20697,304
20698,328
20699,7
20700,177
20701,157
20702,161
20703,94
20704,157
20705,164
20706,268
20707,206
20708,124
20709,113
20710,120
20711,48
20712,113
20713,66
20714,250
20715,144
20716,371
20717,0
20718,10
20719,31
20720,7
20721,103
20722,45
20723,89
20724,0
20725,0
20726,90
20727,0
20728,58
20729,68
20730,366
20731,76
20732,45
20733,31
20734,65
20735,188
20736,219
20737,113
20738,187
20739,127
20740,47
20741,52
20742,36
20743,163
20744,69
20745,422
20746,261
20747,281
20748,206
20749,206
20750,267
20751,268
20752,157
20753,86
20754,63
20755,70
20756,172
20757,124
20758,92
20759,229
20760,35
20761,11
20762,92
20763,64
20764,90
20765,38
20766,19
20767,87
20768,128
20769,166
20770,68
20771,119
20772,54
20773,72
20774,182
20775,3
20776,98
20777,131
20778,77
20779,81
20780,20
20781,55
20782,131
20783,109
20784,35
20785,86
20786,74
20787,45
20788,42
20789,71
20790,148
20791,51
20792,173
20793,144
20794,48
20795,126
20796,78
20797,90
20798,29
20799,86
20800,339
20801,674
20802,680
20803,261
20804,75
20805,80
20806,53
20807,179
20808,742
20809,307
20810,56
20811,300
20812,108
20813,447
20814,179
20815,150
20816,0
20817,348
20818,3
20819,3
20820,0
20821,104
20822,0
20823,0
20824,15
20825,0
20826,3
20827,6
20828,436
20829,0
20830,173
20831,23
20832,54
20833,0
20834,24
20835,267
20836,0
20837,221
20838,161
20839,424
20840,298
20841,6
20842,3
20843,214
20844,42
20845,37
20846,0
20847,42
20848,0
20849,0
20850,171
20851,73
20852,119
20853,0
20854,7
20855,236
20856,130
20857,106
20858,233
20859,71
20860,99
20861,62
20862,42
20863,100
20864,82
20865,24
20866,82
20867,99
20868,38
20869,65
20870,134
20871,93
20872,230
20873,120
20874,459
20875,181
20876,127
20877,166
20878,143
20879,149
20880,99
20881,232
20882,169
20883,183
20884,199
20885,65
20886,144
20887,11
20888,42
20889,182
20890,100
20891,58
20892,38
20893,80
20894,34
20895,99
20896,20
20897,83
20898,45
20899,7
20900,68
20901,51
20902,77
20903,92
20904,38
20905,61
20906,86
20907,99
20908,3
20909,21
20910,0
20911,6
20912,129
20913,89
20914,9
20915,23
20916,96
20917,9
20918,3
20919,96
20920,51
20921,3
20922,3
20923,13
20924,93
20925,81
20926,66
20927,167
20928,129
20929,42
20930,60
20931,48
20932,57
20933,48
20934,39
20935,39
20936,107
20937,165
20938,48
20939,87
20940,83
20941,84
20942,38
20943,57
20944,153
20945,175
20946,417
20947,549
20948,189
20949,89
20950,0
20951,64
20952,68
20953,185
20954,110
20955,11
20956,0
20957,0
20958,254
20959,0
20960,445
20961,99
20962,103
20963,54
20964,71
20965,64
20966,98
20967,83
20968,70
20969,137
20970,115
20971,102
20972,32
20973,102
20974,169
20975,198
20976,89
20977,39
20978,104
20979,36
20980,93
20981,12
20982,77
20983,0
20984,0
20985,12
20986,0
20987,0
20988,0
20989,13
20990,305
20991,99
20992,0
20993,12
20994,3
20995,39
20996,12
20997,0
20998,3
20999,9
21000,0
21001,158
21002,274
21003,68
21004,141
21005,86
21006,73
21007,64
21008,30
21009,91
21010,130
21011,0
21012,186
21013,173
21014,61
21015,0
21016,108
21017,115
21018,91
21019,67
21020,97
21021,89
21022,50
21023,6
21024,183
21025,329
21026,82
21027,0
21028,20
21029,26
21030,6
21031,157
21032,42
21033,97
21034,74
21035,12
21036,26
21037,51
21038,151
21039,6
21040,177
21041,116
21042,15
21043,27
21044,12
21045,104
21046,35
21047,32
21048,0
21049,89
21050,761
21051,12
21052,30
21053,41
21054,6
21055,18
21056,0
21057,12
21058,3
21059,42
21060,15
21061,14
21062,47
21063,39
21064,42
21065,9
21066,0
21067,15
21068,0
21069,42
21070,3
21071,26
21072,441
21073,0
21074,0
21075,0
21076,0
21077,0
21078,100
21079,0
21080,2
21081,251
21082,58
21083,2
21084,17
21085,5
21086,5
21087,5
21088,22
21089,73
21090,36
21091,46
21092,2
21093,36
21094,168
21095,24
21096,15
21097,27
21098,68
21099,99
21100,38
21101,15
21102,24
21103,0
21104,41
21105,9
21106,120
21107,29
21108,153
21109,38
21110,35
21111,713
21112,21
21113,44
21114,50
21115,126
21116,35
21117,56
21118,126
21119,161
21120,176
21121,164
21122,0
21123,64
21124,5
21125,186
21126,0
21127,0
21128,145
21129,14
21130,0
21131,1350
21132,0
21133,14
21134,784
21135,189
21136,172
21137,14
21138,0
21139,0
21140,0
21141,3
21142,0
21143,8
21144,0
21145,6
21146,25
21147,28
21148,0
21149,0
21150,3
21151,8
21152,0
21153,0
21154,0
21155,0
21156,0
21157,0
21158,6
21159,0
21160,268
21161,20
21162,34
21163,37
21164,105
21165,0
21166,45
21167,21
21168,21
21169,14
21170,65
21171,9
21172,20
21173,12
21174,3
21175,0
21176,26
21177,15
21178,23
21179,12
21180,6
21181,0
21182,18
21183,18
21184,33
21185,6
21186,15
21187,21
21188,15
21189,0
21190,3
21191,0
21192,0
21193,38
21194,0
21195,56
21196,12
21197,0
21198,8
21199,9
21200,15
21201,0
21202,15
21203,0
21204,12
21205,0
21206,0
21207,44
21208,3
21209,0
21210,6
21211,3
21212,49
21213,29
21214,49
21215,23
21216,386
21217,11
21218,0
21219,0
21220,3
21221,218
21222,53
21223,7
21224,5
21225,180
21226,61
21227,0
21228,7
21229,8
21230,5
21231,13
21232,96
21233,5
21234,18
21235,64
21236,17
21237,10
21238,42
21239,14
21240,17
21241,105
21242,9
21243,7
21244,4
21245,56
21246,41
21247,5
21248,22
21249,9
21250,2
21251,14
21252,10
21253,10
21254,27
21255,2
21256,14
21257,0
21258,10
21259,30
21260,3
21261,36
21262,22
21263,31
21264,0
21265,12
21266,2
21267,69
21268,148
21269,57
21270,19
21271,61
21272,26
21273,65
21274,42
21275,103
21276,68
21277,31
21278,3
21279,128
21280,30
21281,46
21282,5
21283,20
21284,3
21285,27
21286,58
21287,3
21288,6
21289,3
21290,32
21291,0
21292,6
21293,44
21294,24
21295,85
21296,0
21297,12
21298,53
21299,3
21300,11
21301,11
21302,3
21303,3
21304,11
21305,0
21306,41
21307,182
21308,109
21309,197
21310,85
21311,188
21312,243
21313,183
21314,223
21315,127
21316,229
21317,241
21318,132
21319,123
21320,115
21321,26
21322,133
21323,126
21324,0
21325,536
21326,0
21327,0
21328,91
21329,133
21330,144
21331,0
21332,58
21333,44
21334,5
21335,22
21336,0
21337,0
21338,0
21339,100
21340,150
21341,306
21342,6
21343,36
21344,0
21345,16
21346,53
21347,0
21348,30
21349,0
21350,8
21351,16
21352,0
21353,11
21354,9
21355,39
21356,16
21357,5
21358,17
21359,14
21360,0
21361,9
21362,0
21363,0
21364,3
21365,3
21366,208
21367,105
21368,178
21369,120
21370,0
21371,45
21372,0
21373,0
21374,3
21375,0
21376,0
21377,0
21378,0
21379,6
21380,5
21381,0
21382,0
21383,0
21384,0
21385,5
21386,0
21387,0
21388,3
21389,0
21390,13
21391,33
21392,0
21393,9
21394,0
21395,0
21396,6
21397,113
21398,30
21399,0
21400,0
21401,44
21402,2
21403,232
21404,25
21405,23
21406,8
21407,12
21408,22
21409,22
21410,0
21411,199
21412,14
21413,0
21414,340
21415,0
21416,0
21417,235
21418,0
21419,149
21420,69
21421,204
21422,0
21423,0
21424,0
21425,7
21426,5
21427,0
21428,2
21429,0
21430,11
21431,0
21432,3
21433,4
21434,0
21435,5
21436,33
21437,3
21438,4
21439,0
21440,9
21441,8
21442,0
21443,0
21444,18
21445,17
21446,0
21447,0
21448,58
21449,2
21450,0
21451,2
21452,0
21453,0
21454,8
21455,4
21456,0
21457,4
21458,0
21459,0
21460,5
21461,125
21462,17
21463,15
21464,9
21465,0
21466,15
21467,18
21468,0
21469,0
21470,7
21471,14
21472,0
21473,0
21474,8
21475,2
21476,2
21477,30
21478,12
21479,5
21480,26
21481,2
21482,0
21483,0
21484,0
21485,2
21486,0
21487,43
21488,0
21489,0
21490,3
21491,0
21492,0
21493,0
21494,0
21495,0
21496,0
21497,26
21498,30
21499,0
21500,96
21501,31
21502,12
21503,2
21504,2
21505,0
21506,0
21507,2
21508,552
21509,0
21510,70
21511,23
21512,63
21513,0
21514,0
21515,0
21516,21
21517,28
21518,14
21519,10
21520,35
21521,7
21522,5
21523,0
21524,0
21525,30
21526,84
21527,8
21528,12
21529,0
21530,0
21531,0
21532,0
21533,0
21534,0
21535,0
21536,21
21537,0
21538,16
21539,0
21540,0
21541,0
21542,0
21543,0
21544,7
21545,0
21546,19
21547,0
21548,4
21549,0
21550,0
21551,0
21552,0
21553,14
21554,5
21555,3
21556,16
21557,2
21558,2
21559,5
21560,9
21561,10
21562,0
21563,12
21564,8
21565,14
21566,1
21567,4
21568,19
21569,0
21570,45
21571,4
21572,5
21573,9
21574,2
21575,0
21576,0
21577,6
21578,13
21579,0
21580,0
21581,0
21582,9
21583,17
21584,24
21585,29
21586,35
21587,0
21588,0
21589,44
21590,0
21591,2
21592,4
21593,3
21594,21
21595,5
21596,33
21597,22
21598,6
21599,0
21600,0
21601,0
21602,0
21603,0
21604,3
21605,0
21606,0
21607,3
21608,34
21609,13
21610,36
21611,11
21612,0
21613,14
21614,22
21615,28
21616,14
21617,13
21618,13
21619,0
21620,0
21621,0
21622,5
21623,0
21624,0
21625,58
21626,113
21627,55
21628,0
21629,3
21630,0
21631,0
21632,8
21633,0
21634,7
21635,0
21636,0
21637,0
21638,89
21639,0
21640,0
21641,4
21642,7
21643,0
21644,0
21645,0
21646,0
21647,0
21648,0
21649,0
21650,0
21651,0
21652,0
21653,3
21654,0
21655,3
21656,2
21657,5
21658,24
21659,17
21660,0
21661,0
21662,12
21663,5
21664,0
21665,2
21666,12
21667,0
21668,12
21669,25
21670,5
21671,68
21672,33
21673,82
21674,0
21675,2
21676,0
21677,45
21678,0
21679,0
21680,31
21681,25
21682,0
21683,0
21684,5
21685,7
21686,7
21687,2
21688,14
21689,2
21690,0
21691,0
21692,7
21693,0
21694,5
21695,0
21696,0
21697,0
21698,4
21699,0
21700,2
21701,2
21702,0
21703,3
21704,0
21705,0
21706,0
21707,0
21708,7
21709,0
21710,0
21711,2
21712,0
21713,0
21714,0
21715,0
21716,0
21717,0
21718,9
21719,0
21720,7
21721,3
21722,4
21723,2
21724,0
21725,5
21726,2
21727,29
21728,19
21729,0
21730,0
21731,7
21732,16
21733,0
21734,37
21735,12
21736,54
21737,0
21738,0
21739,7
21740,0
21741,0
21742,0
21743,10
21744,28
21745,7
21746,5
21747,40
21748,28
21749,8
21750,5
21751,23
21752,7
21753,0
21754,3
21755,5
21756,7
21757,0
21758,0
21759,0
21760,3
21761,5
21762,0
21763,0
21764,5
21765,0
21766,2
21767,0
21768,0
21769,0
21770,0
21771,3
21772,0
21773,0
21774,0
21775,0
21776,0
21777,0
21778,0
21779,2
21780,2
21781,2
21782,0
21783,0
21784,0
21785,3
21786,2
21787,0
21788,0
21789,5
21790,0
21791,0
21792,0
21793,0
21794,0
21795,0
21796,0
21797,10
21798,7
21799,4
21800,2
21801,0
21802,5
21803,0
21804,5
21805,0
21806,0
21807,0
21808,3
21809,4
21810,0
21811,0
21812,0
21813,4
21814,1
21815,0
21816,0
21817,0
21818,25
21819,11
21820,0
21821,2
21822,0
21823,2
21824,0
21825,11
21826,0
21827,0
21828,9
21829,0
21830,8
21831,0
21832,25
21833,4
21834,2
21835,2
